ID;code;Valley;Station;Range;Altitude;Species;DD;Year;harv_num;harv;Date;Ntot1;Ntot;Mtot;oneacorn;VH;H;SH;tot_Germ;M_Germ;N_Germ;rate_Germ
Lu16Qu038_285_15;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;285;2015;3;285;12/10/2015;NA;0;0;NA;62.77;5.87;10.69;0;NA;0;NA
Os01Qu004_285_15;Os01Qu004;Ossau;Josbaig;100;259;Quercus;285;2015;3;285;12/10/2015;NA;28740.88972;28644.1;0.9975;2901.46;32;163.97;25;61.77;16;0.64
Os01Qu010_285_15;Os01Qu010;Ossau;Josbaig;100;259;Quercus;285;2015;3;285;12/10/2015;NA;20053.96951;38095.1;1.902;1225;26.5;172.07;25;70.31;25;1
Os01Qu018_285_15;Os01Qu018;Ossau;Josbaig;100;259;Quercus;285;2015;3;285;12/10/2015;NA;4092.378498;8837.6;2.1728;632;14.5;61.86;25;117.23;20;0.8
Os04Qu003_285_15;Os04Qu003;Ossau;Bager;400;422;Quercus;285;2015;3;285;12/10/2015;NA;7068.631075;17435.1;2.4753;2518;35;164.14;25;172.01;23;0.92
Os04Qu006_285_15;Os04Qu006;Ossau;Bager;400;422;Quercus;285;2015;3;285;12/10/2015;NA;389.5505097;786.7;2.158;96;31;33.34;25;102.67;22;0.88
Os04Qu024_285_15;Os04Qu024;Ossau;Bager;400;422;Quercus;285;2015;3;285;12/10/2015;NA;1626.181033;1816.7;1.1346;337;27.8;80.63;25;77.07;25;1
Os08Qu008_285_15;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;285;2015;3;285;12/10/2015;NA;12017.84685;22466.2;1.8733;661.85;25;57.34;25;100.78;15;0.6
Os08Qu010_285_15;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;285;2015;3;285;12/10/2015;NA;3354.271595;4918;1.4772;1060.25;30.1;54.65;25;86.08;18;0.72
Os08Qu022_285_15;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;285;2015;3;285;12/10/2015;NA;1122.734486;2006;1.8274;653.27;24.75;49.3;25;99.85;14;0.56
Os12Qu002_285_15;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;285;2015;3;285;12/10/2015;NA;556.9861901;523.9;0.9848;213.31;14.3;56.48;25;49.31;15;0.6
Os12Qu012_285_15;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;285;2015;3;285;12/10/2015;NA;531.9262449;541.6;1.0684;58.77;4.8;12.5;25;59.85;21;0.84
Os12Qu013_285_15;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;285;2015;3;285;12/10/2015;NA;2886.944344;3167.6;1.1068;188;9.6;24.1;24;55.68;22;0.916666667
Os16Qu001_285_15;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;285;2015;3;285;12/10/2015;NA;0;0;NA;69.79;3;17.89;0;NA;NA;NA
Os16Qu004_285_15;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;285;2015;3;285;12/10/2015;NA;12;2.15;0.179166667;157.12;5.2;31.42;0;NA;NA;NA
Os16Qu010_285_15;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;285;2015;3;285;12/10/2015;NA;3;0.43;0.143333333;116.11;15.8;15.38;0;NA;NA;NA
Lu01Qu012_NA_15;Lu01Qu012;Luz;Laveyron;100;131;Quercus;NA;2015;NA;NA;NA;NA;NA;;NA;4197;25.8;218.5;NA;NA;NA;NA
Lu01Qu038_NA_15;Lu01Qu038;Luz;Laveyron;100;131;Quercus;NA;2015;NA;NA;NA;NA;NA;;NA;1002;23.5;180.31;NA;NA;NA;NA
Lu01Qu071_NA_15;Lu01Qu071;Luz;Laveyron;100;131;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;416;27.4;83.69;NA;NA;NA;NA
Lu03Qu011_292_15;Lu03Qu011;Luz;Ibos;300;387;Quercus;292;2015;4;292;19/10/2015;NA;3295.505229;5191.6;1.5874;402;25.4;46.21;25;98.75;16;0.64
Lu03Qu020_292_15;Lu03Qu020;Luz;Ibos;300;387;Quercus;292;2015;4;292;19/10/2015;NA;6457.068487;13899.7;2.161;444;27;78.35;25;123.73;21;0.84
Lu03Qu050_292_15;Lu03Qu050;Luz;Ibos;300;387;Quercus;292;2015;4;292;19/10/2015;NA;6903.040036;11510.4;1.6735;981;31;99.87;25;104.72;21;0.84
Lu08Qu009_292_15;Lu08Qu009;Luz;Papillon;800;803;Quercus;292;2015;4;292;19/10/2015;NA;2497.934473;1649.2;0.6669;233;10.3;29.54;25;52.19;14;0.56
Lu08Qu014_292_15;Lu08Qu014;Luz;Papillon;800;803;Quercus;292;2015;4;292;19/10/2015;NA;386.8034164;387.6;1.0713;199;10.3;43.13;25;73.52;21;0.84
Lu08Qu018_292_15;Lu08Qu018;Luz;Papillon;800;803;Quercus;292;2015;4;292;19/10/2015;NA;990.4861268;1284;1.3299;254;10.5;28.1;25;89.12;15;0.6
Lu12Qu001_293_15;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;293;2015;4;292;20/12/2015;NA;8742.408691;19619.4;2.2506;1479;17.5;96.84;25;112.92;10;0.4
Lu12Qu008_293_15;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;293;2015;4;292;20/12/2015;NA;2564.511444;3628.2;1.4287;178;14;49.61;25;98.65;9;0.36
Lu12Qu010_293_15;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;293;2015;4;292;20/12/2015;NA;1009.887254;1231.7;1.2506;103;21;48.5;25;104;18;0.72
Lu16Qu036_293_15;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;293;2015;4;292;20/12/2015;NA;0;0;NA;801.97;13.1;74.95;NA;NA;NA;NA
Lu16Qu037_293_15;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;293;2015;4;292;20/12/2015;NA;0;0;NA;760.08;14.56;54.88;NA;NA;NA;NA
Lu16Qu038_293_15;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;293;2015;4;292;20/12/2015;NA;0;0;NA;62.77;5.87;10.69;NA;NA;NA;NA
Os01Qu004_301_15;Os01Qu004;Ossau;Josbaig;100;259;Quercus;301;2015;4;301;29/10/2015;NA;22056.29428;33361.3;1.5142;2901.46;32;163.97;24;66.49;16;0.666666667
Os01Qu010_301_15;Os01Qu010;Ossau;Josbaig;100;259;Quercus;301;2015;4;301;29/10/2015;NA;716.8045617;1237.5;1.7888;1225;26.5;172.07;25;81.06;18;0.72
Os01Qu018_301_15;Os01Qu018;Ossau;Josbaig;100;259;Quercus;301;2015;4;301;29/10/2015;NA;1458.426481;3488.1;2.4334;632;14.5;61.86;25;97.01;22;0.88
Os04Qu003_301_15;Os04Qu003;Ossau;Bager;400;422;Quercus;301;2015;4;301;29/10/2015;NA;1975.992849;7830.7;4.0137;2518;35;164.14;25;165.24;22;0.88
Os04Qu006_301_15;Os04Qu006;Ossau;Bager;400;422;Quercus;301;2015;4;301;29/10/2015;NA;186.4581249;403.5;2.4991;96;31;33.34;25;118.97;22;0.88
Os04Qu024_301_15;Os04Qu024;Ossau;Bager;400;422;Quercus;301;2015;4;301;29/10/2015;NA;2338.413209;3166.6;1.3688;337;27.8;80.63;25;80.56;25;1
Os08Qu008_301_15;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;301;2015;4;301;29/10/2015;NA;644.8150986;1253.7;2.0227;661.85;25;57.34;25;83.54;14;0.56
Os08Qu010_301_15;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;301;2015;4;301;29/10/2015;NA;157.0816484;205.77;1.5579;1060.25;30.1;54.65;26;70.1;17;0.653846154
Os08Qu022_301_15;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;301;2015;4;301;29/10/2015;NA;1426.17372;3056.1;2.1811;653.27;24.75;49.3;25;115.39;14;0.56
Os12Qu002_301_15;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;301;2015;4;301;29/10/2015;NA;3073.607318;5582;1.831;213.31;14.3;56.48;25;69.53;23;0.92
Os12Qu012_301_15;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;301;2015;4;301;29/10/2015;NA;1022.168253;1267.7;1.2713;58.77;4.8;12.5;25;64.6;23;0.92
Os12Qu013_301_15;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;301;2015;4;301;29/10/2015;NA;3207.355651;4144.7;1.3024;188;9.6;24.1;25;53.94;16;0.64
Os16Qu001_302_15;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;302;2015;4;301;30/10/2015;NA;7;9.26;1.322857143;69.79;3;17.89;NA;NA;NA;NA
Os16Qu004_302_15;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;302;2015;4;301;30/10/2015;NA;42;10.91;0.259761905;157.12;5.2;31.42;NA;NA;NA;NA
Os16Qu010_302_15;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;302;2015;4;301;30/10/2015;NA;2;0.69;0.345;116.11;15.8;15.38;NA;NA;NA;NA
Lu01Qu012_316_15;Lu01Qu012;Luz;Laveyron;100;131;Quercus;316;2015;5;313;12/11/2015;NA;102;135.12;1.754805195;4197;25.8;218.5;25;90.89;10;0.4
Lu01Qu038_316_15;Lu01Qu038;Luz;Laveyron;100;131;Quercus;316;2015;5;313;12/11/2015;NA;285.6115279;548.9;2.1062;1002;23.5;180.31;25;95.15;20;0.8
Lu01Qu071_316_15;Lu01Qu071;Luz;Laveyron;100;131;Quercus;316;2015;5;313;12/11/2015;NA;1584;3447.3;0.459490036;416;27.4;83.69;24;84.53;23;0.958333333
Lu03Qu011_313_15;Lu03Qu011;Luz;Ibos;300;387;Quercus;313;2015;5;313;09/11/2015;NA;3902.641388;6918.1;1.7841;402;25.4;46.21;25;104.02;18;0.72
Lu03Qu020_313_15;Lu03Qu020;Luz;Ibos;300;387;Quercus;313;2015;5;313;09/11/2015;NA;3553.286883;9317.5;2.6408;444;27;78.35;25;148.2;18;0.72
Lu03Qu050_313_15;Lu03Qu050;Luz;Ibos;300;387;Quercus;313;2015;5;313;09/11/2015;NA;6718.484288;14484.7;2.164;981;31;99.87;25;122.41;21;0.84
Lu08Qu009_313_15;Lu08Qu009;Luz;Papillon;800;803;Quercus;313;2015;5;313;09/11/2015;NA;4934.497407;5489.8;1.1182;233;10.3;29.54;25;62;18;0.72
Lu08Qu014_313_15;Lu08Qu014;Luz;Papillon;800;803;Quercus;313;2015;5;313;09/11/2015;NA;930.9563295;1311.1;1.4472;199;10.3;43.13;26;73.13;19;0.730769231
Lu08Qu018_313_15;Lu08Qu018;Luz;Papillon;800;803;Quercus;313;2015;5;313;09/11/2015;NA;3193.082999;6076.7;1.9181;254;10.5;28.1;25;131.46;7;0.28
Lu12Qu001_314_15;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;314;2015;5;313;10/11/2015;NA;4533.81418;9361.2;2.0762;1479;17.5;96.84;25;115.7;15;0.6
Lu12Qu008_314_15;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;314;2015;5;313;10/11/2015;NA;1617.333954;3078.3;1.9332;178;14;49.61;25;92.62;9;0.36
Lu12Qu010_314_15;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;314;2015;5;313;10/11/2015;NA;1117.126718;1875.4;1.7172;103;21;48.5;26;98.63;25;0.961538462
Lu16Qu036_314_15;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;314;2015;5;313;10/11/2015;NA;0;0;NA;801.97;13.1;74.95;NA;NA;NA;NA
Lu16Qu037_314_15;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;314;2015;5;313;10/11/2015;NA;4;0.46;0.46;760.08;14.56;54.88;3;4.15;0;0
Lu16Qu038_314_15;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;314;2015;5;313;10/11/2015;NA;15;0;NA;62.77;5.87;10.69;15;8.74;10;0.666666667
Os01Qu004_313_15;Os01Qu004;Ossau;Josbaig;100;259;Quercus;313;2015;5;313;09/11/2015;NA;14497.39736;18822.8;1.3006;2901.46;32;163.97;26;62.11;11;0.423076923
Os01Qu010_313_15;Os01Qu010;Ossau;Josbaig;100;259;Quercus;313;2015;5;313;09/11/2015;NA;43;10.8;0.6;1225;26.5;172.07;25;36.85;7;0.28
Os01Qu018_313_15;Os01Qu018;Ossau;Josbaig;100;259;Quercus;313;2015;5;313;09/11/2015;NA;51;39.66;1.525384615;632;14.5;61.86;25;80.5;6;0.24
Os04Qu003_313_15;Os04Qu003;Ossau;Bager;400;422;Quercus;313;2015;5;313;09/11/2015;NA;70;136.95;3.043333333;2518;35;164.14;25;98.63;9;0.36
Os04Qu006_313_15;Os04Qu006;Ossau;Bager;400;422;Quercus;313;2015;5;313;09/11/2015;NA;12;0;NA;96;31;33.34;12;30.02;2;0.166666667
Os04Qu024_313_15;Os04Qu024;Ossau;Bager;400;422;Quercus;313;2015;5;313;09/11/2015;NA;172;269.78;1.835238095;337;27.8;80.63;25;73.2;18;0.72
Os08Qu008_313_15;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;313;2015;5;313;09/11/2015;NA;15;0;NA;661.85;25;57.34;15;25.32;12;0.8
Os08Qu010_313_15;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;313;2015;5;313;09/11/2015;NA;8;7.93;0.99125;1060.25;30.1;54.65;NA;NA;NA;NA
Os08Qu022_313_15;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;313;2015;5;313;09/11/2015;NA;64;49.03;1.257179487;653.27;24.75;49.3;25;85.29;25;1
Os12Qu002_313_15;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;313;2015;5;313;09/11/2015;NA;292.6686008;562.8;2.1026;213.31;14.3;56.48;25;79.46;20;0.8
Os12Qu012_313_15;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;313;2015;5;313;09/11/2015;NA;0;0;NA;58.77;4.8;12.5;NA;NA;NA;NA
Os12Qu013_313_15;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;313;2015;5;313;09/11/2015;NA;58;38.82;1.176363636;188;9.6;24.1;25;58.2;20;0.8
Os16Qu001_314_15;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;314;2015;5;313;10/11/2015;NA;0;0;NA;69.79;3;17.89;NA;NA;NA;NA
Os16Qu004_314_15;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;314;2015;5;313;10/11/2015;NA;0;0;NA;157.12;5.2;31.42;NA;NA;NA;NA
Os16Qu010_314_15;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;314;2015;5;313;10/11/2015;NA;1;0.41;0.41;116.11;15.8;15.38;NA;NA;NA;NA
Lu01Qu012_NA_15;Lu01Qu012;Luz;Laveyron;100;131;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;4197;25.8;218.5;NA;NA;NA;NA
Lu01Qu038_NA_15;Lu01Qu038;Luz;Laveyron;100;131;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;1002;23.5;180.31;NA;NA;NA;NA
Lu01Qu071_NA_15;Lu01Qu071;Luz;Laveyron;100;131;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;416;27.4;83.69;NA;NA;NA;NA
Lu03Qu011_327_15;Lu03Qu011;Luz;Ibos;300;387;Quercus;327;2015;6;327;23/11/2015;NA;128;136.02;1.320582524;402;25.4;46.21;25;72.83;10;0.4
Lu03Qu020_327_15;Lu03Qu020;Luz;Ibos;300;387;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;444;27;78.35;NA;NA;NA;NA
Lu03Qu050_327_15;Lu03Qu050;Luz;Ibos;300;387;Quercus;327;2015;6;327;23/11/2015;NA;468.78462;889.3;2.0039;981;31;99.87;21;101.12;4;0.19047619
Lu08Qu009_334_15;Lu08Qu009;Luz;Papillon;800;803;Quercus;334;2015;6;327;30/11/2015;NA;90;77.13;1.168636364;233;10.3;29.54;25;54.19;4;0.16
Lu08Qu014_334_15;Lu08Qu014;Luz;Papillon;800;803;Quercus;334;2015;6;327;30/11/2015;NA;0;0;NA;199;10.3;43.13;NA;NA;NA;NA
Lu08Qu018_334_15;Lu08Qu018;Luz;Papillon;800;803;Quercus;334;2015;6;327;30/11/2015;NA;91;113.22;1.715454545;254;10.5;28.1;25;111.48;7;0.28
Lu12Qu001_NA_15;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;1479;17.5;96.84;NA;NA;NA;NA
Lu12Qu008_NA_15;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;178;14;49.61;NA;NA;NA;NA
Lu12Qu010_NA_15;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;103;21;48.5;NA;NA;NA;NA
Lu16Qu036_NA_15;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;801.97;13.1;74.95;NA;NA;NA;NA
Lu16Qu037_NA_15;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;760.08;14.56;54.88;NA;NA;NA;NA
Lu16Qu038_NA_15;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;62.77;5.87;10.69;NA;NA;NA;NA
Os01Qu004_327_15;Os01Qu004;Ossau;Josbaig;100;259;Quercus;327;2015;6;327;23/11/2015;NA;3123.878695;3952;1.2753;2901.46;32;163.97;25;55.27;9;0.36
Os01Qu010_327_15;Os01Qu010;Ossau;Josbaig;100;259;Quercus;327;2015;6;327;23/11/2015;NA;13;13.16;1.012307692;1225;26.5;172.07;NA;NA;NA;NA
Os01Qu018_327_15;Os01Qu018;Ossau;Josbaig;100;259;Quercus;327;2015;6;327;23/11/2015;NA;20;52.17;2.6085;632;14.5;61.86;NA;NA;NA;NA
Os04Qu003_327_15;Os04Qu003;Ossau;Bager;400;422;Quercus;327;2015;6;327;23/11/2015;NA;24;36.44;1.518333333;2518;35;164.14;NA;NA;NA;NA
Os04Qu006_327_15;Os04Qu006;Ossau;Bager;400;422;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;96;31;33.34;NA;NA;NA;NA
Os04Qu024_327_15;Os04Qu024;Ossau;Bager;400;422;Quercus;327;2015;6;327;23/11/2015;NA;10;11.7;1.17;337;27.8;80.63;NA;NA;NA;NA
Os08Qu008_327_15;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;661.85;25;57.34;NA;NA;NA;NA
Os08Qu010_327_15;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;1060.25;30.1;54.65;NA;NA;NA;NA
Os08Qu022_327_15;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;653.27;24.75;49.3;NA;NA;NA;NA
Os12Qu002_327_15;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;213.31;14.3;56.48;NA;NA;NA;NA
Os12Qu012_327_15;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;58.77;4.8;12.5;NA;NA;NA;NA
Os12Qu013_327_15;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;327;2015;6;327;23/11/2015;NA;0;0;NA;188;9.6;24.1;NA;NA;NA;NA
Os16Qu001_NA_15;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;69.79;3;17.89;NA;NA;NA;NA
Os16Qu004_NA_15;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;157.12;5.2;31.42;NA;NA;NA;NA
Os16Qu010_NA_15;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;NA;2015;NA;NA;NA;NA;NA;NA;NA;116.11;15.8;15.38;NA;NA;NA;NA
Lu01Qu012_257_16;Lu01Qu012;Luz;Laveyron;100;131;Quercus;257;2016;1;256;13/09/2016;NA;87;57.43;0.660114943;4197;25.8;218.5;25;24.14;0;0
Lu01Qu038_257_16;Lu01Qu038;Luz;Laveyron;100;131;Quercus;257;2016;1;256;13/09/2016;NA;361.3225806;179.54;0.496896706;1002;23.5;180.31;25;23.15;0;0
Lu01Qu071_257_16;Lu01Qu071;Luz;Laveyron;100;131;Quercus;257;2016;1;256;13/09/2016;NA;NA;19.64;NA;416;27.4;83.69;20;11.34;0;0
Lu03Qu011_256_16;Lu03Qu011;Luz;Ibos;300;387;Quercus;256;2016;1;256;12/09/2016;NA;64;34.35;0.53671875;402;25.4;46.21;25;20.77;1;0.041666667
Lu03Qu020_256_16;Lu03Qu020;Luz;Ibos;300;387;Quercus;256;2016;1;256;12/09/2016;NA;10;6.18;0.618;444;27;78.35;10;6.18;0;0
Lu03Qu050_256_16;Lu03Qu050;Luz;Ibos;300;387;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;981;31;99.87;0;NA;NA;NA
Lu08Qu009_256_16;Lu08Qu009;Luz;Papillon;800;803;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;233;10.3;29.54;0;NA;NA;NA
Lu08Qu014_256_16;Lu08Qu014;Luz;Papillon;800;803;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;199;10.3;43.13;0;NA;NA;NA
Lu08Qu018_256_16;Lu08Qu018;Luz;Papillon;800;803;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;254;10.5;28.1;0;NA;NA;NA
Lu12Qu001_256_16;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;1479;17.5;96.84;0;NA;NA;NA
Lu12Qu008_256_16;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;178;14;49.61;0;NA;NA;NA
Lu12Qu010_256_16;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;256;2016;1;256;12/09/2016;NA;25;15.39;0.6156;103;21;48.5;25;15.39;0;0
Lu16Qu036_257_16;Lu16Qu036;Luz;Peguere;1600;1630;Quercus;257;2016;1;256;13/09/2016;NA;0;0;NA;801.97;13.1;74.95;0;NA;NA;NA
Lu16Qu037_257_16;Lu16Qu037;Luz;Peguere;1600;1630;Quercus;257;2016;1;256;13/09/2016;NA;0;0;NA;760.08;14.56;54.88;0;NA;NA;NA
Lu16Qu038_257_16;Lu16Qu038;Luz;Peguere;1600;1630;Quercus;257;2016;1;256;13/09/2016;NA;0;0;NA;62.77;5.87;10.69;0;NA;NA;NA
Os01Qu004_256_16;Os01Qu004;Ossau;Josbaig;100;259;Quercus;256;2016;1;256;12/09/2016;NA;69;35.98;0.521449275;2901.46;32;163.97;25;16.71;1;0.04
Os01Qu010_256_16;Os01Qu010;Ossau;Josbaig;100;259;Quercus;256;2016;1;256;12/09/2016;NA;8;1.87;0.23375;1225;26.5;172.07;8;1.87;0;0
Os01Qu018_256_16;Os01Qu018;Ossau;Josbaig;100;259;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;632;14.5;61.86;0;NA;NA;NA
Os04Qu003_256_16;Os04Qu003;Ossau;Bager;400;422;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;2518;35;164.14;0;NA;NA;NA
Os04Qu006_256_16;Os04Qu006;Ossau;Bager;400;422;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;96;31;33.34;0;NA;NA;NA
Os04Qu024_256_16;Os04Qu024;Ossau;Bager;400;422;Quercus;256;2016;1;256;12/09/2016;NA;1;0.25;0.25;337;27.8;80.63;1;0.25;0;0
Os08Qu008_256_16;Os08Qu008;Ossau;Le-Hourcq;800;841;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;661.85;25;57.34;0;NA;NA;NA
Os08Qu010_256_16;Os08Qu010;Ossau;Le-Hourcq;800;841;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;1060.25;30.1;54.65;0;NA;NA;NA
Os08Qu022_256_16;Os08Qu022;Ossau;Le-Hourcq;800;841;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;653.27;24.75;49.3;0;NA;NA;NA
Os12Qu002_256_16;Os12Qu002;Ossau;Gabas;1200;1194;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;213.31;14.3;56.48;0;NA;NA;NA
Os12Qu012_256_16;Os12Qu012;Ossau;Gabas;1200;1194;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;58.77;4.8;12.5;0;NA;NA;NA
Os12Qu013_256_16;Os12Qu013;Ossau;Gabas;1200;1194;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;188;9.6;24.1;0;NA;NA;NA
Os16Qu001_256_16;Os16Qu001;Ossau;Artouste;1600;1614;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;69.79;3;17.89;0;NA;NA;NA
Os16Qu004_256_16;Os16Qu004;Ossau;Artouste;1600;1614;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;157.12;5.2;31.42;0;NA;NA;NA
Os16Qu010_256_16;Os16Qu010;Ossau;Artouste;1600;1614;Quercus;256;2016;1;256;12/09/2016;NA;0;0;NA;116.11;15.8;15.38;0;NA;NA;NA
Lu01Qu012_271_16;Lu01Qu012;Luz;Laveyron;100;131;Quercus;271;2016;2;270;27/09/2016;NA;337.834833;351.17;1.039472445;4197;25.8;218.5;25;48.69;5;0.2
Lu01Qu038_271_16;Lu01Qu038;Luz;Laveyron;100;131;Quercus;271;2016;2;270;27/09/2016;NA;1955.584901;1557.71;0.796544297;1002;23.5;180.31;25;59.19;12;0.48
Lu01Qu071_271_16;Lu01Qu071;Luz;Laveyron;100;131;Quercus;271;2016;2;270;27/09/2016;NA;169.2244224;151.42;0.894788103;416;27.4;83.69;25;50.91;13;0.52
Lu03Qu011_270_16;Lu03Qu011;Luz;Ibos;300;387;Quercus;270;2016;2;270;26/09/2016;NA;142.7455357;136.48;0.956106959;402;25.4;46.21;25;52.08;9;0.375
Lu03Qu020_270_16;Lu03Qu020;Luz;Ibos;300;387;Quercus;270;2016;2;270;26/09/2016;NA;20;18.85;0.9425;444;27;78.35;18;18.01;2;0.111111111
Lu03Qu050_270_16;Lu03Qu050;Luz;Ibos;300;387;Quercus;270;2016;2;270;26/09/2016;NA;13;7.71;0.593076923;981;31;99.87;10;7.06;1;0.1
Lu08Qu009_270_16;Lu08Qu009;Luz;Papillon;800;803;Quercus;270;2016;2;270;26/09/2016;NA;66;15.21;0.230454545;233;10.3;29.54;25;7.74;1;0.04
Lu08Qu014_270_16;Lu08Qu014;Luz;Papillon;800;803;Quercus;270;2016;2;270;26/09/2016;NA;32;8.31;0.2596875;199;10.3;43.13;25;7.38;2;0.08
Lu08Qu018_270_16;Lu08Qu018;Luz;Papillon;800;803;Quercus;270;2016;2;270;26/09/2016;NA;2;0.53;0.265;254;10.5;28.1;0;NA;NA;NA
Lu12Qu001_270_16;Lu12Qu001;Luz;Gedre-Bas;1200;1235;Quercus;270;2016;2;270;26/09/2016;NA;55;21.1;0.383636364;1479;17.5;96.84;25;13;3;0.12
Lu12Qu008_270_16;Lu12Qu008;Luz;Gedre-Bas;1200;1235;Quercus;270;2016;2;270;26/09/2016;NA;27;12.98;0.480740741;178;14;49.61;25;12.6;2;0.086956522
Lu12Qu010_270_16;Lu12Qu010;Luz;Gedre-Bas;1200;1235;Quercus;270;2016;2;270;26/09/2016;NA;52;24.32;0.467692308;103;21;48.5;20;14.7;4;0.2
